week_date,date_format,segment,day_number,month_number,year_number,age_band,demographic,transactions,sales,region,avg_transaction,platform,week_day,week_number
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,80,10437,CANADA,130,Shopify,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,87451,5051379,CANADA,58,Retail,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,548,100605,CANADA,184,Shopify,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,323684,18047626,OCEANIA,56,Retail,Monday,29
22/7/19,2019-07-22,C4,22,7,19,Retirees,Couples,88,12846,OCEANIA,146,Shopify,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,17,3583,"SOUTH AMERICA",211,Shopify,Monday,29
22/7/19,2019-07-22,C4,22,7,19,Retirees,Couples,2,175,EUROPE,88,Shopify,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,108892,3371691,ASIA,31,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,1955568,49285386,ASIA,25,Retail,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,2403,417002,OCEANIA,174,Shopify,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,722,22581,"SOUTH AMERICA",31,Retail,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,27,5852,"SOUTH AMERICA",217,Shopify,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,740,131891,USA,178,Shopify,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,220,32738,USA,149,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,295,50642,AFRICA,172,Shopify,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,551,111283,CANADA,202,Shopify,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,89010,2283622,AFRICA,26,Retail,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,30,6276,"SOUTH AMERICA",209,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,28987,1172481,ASIA,40,Retail,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,311,47530,AFRICA,153,Shopify,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,231543,8703933,OCEANIA,38,Retail,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,111,24503,EUROPE,221,Shopify,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,100958,3629868,AFRICA,36,Retail,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,371,57071,OCEANIA,154,Shopify,Monday,29
22/7/19,2019-07-22,C4,22,7,19,Retirees,Couples,110454,5707034,AFRICA,52,Retail,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,1299,247690,ASIA,191,Shopify,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,76496,2031882,ASIA,27,Retail,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,309759,15400050,OCEANIA,50,Retail,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,1630,288087,ASIA,177,Shopify,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,13537,419116,CANADA,31,Retail,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,96,17992,"SOUTH AMERICA",187,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,181,34509,USA,191,Shopify,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,62,8780,CANADA,142,Shopify,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,89481,5556108,USA,62,Retail,Monday,29
22/7/19,2019-07-22,C4,22,7,19,Retirees,Couples,24,3634,USA,151,Shopify,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,4,695,"SOUTH AMERICA",174,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,478,87274,OCEANIA,183,Shopify,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,225,35606,AFRICA,158,Shopify,Monday,29
22/7/19,2019-07-22,C4,22,7,19,Retirees,Couples,175,6689,"SOUTH AMERICA",38,Retail,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,1830,78749,EUROPE,43,Retail,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,17729,1124504,EUROPE,63,Retail,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,29567,968735,ASIA,33,Retail,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,148745,3556153,OCEANIA,24,Retail,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,8,1613,EUROPE,202,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,521,85410,OCEANIA,164,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,396812,16254939,"SOUTH AMERICA",41,Retail,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,1665,290589,ASIA,175,Shopify,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,100336,3525603,OCEANIA,35,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,74578,2565271,ASIA,34,Retail,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,4,1114,EUROPE,279,Shopify,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,428,54350,OCEANIA,127,Shopify,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,762,31249,"SOUTH AMERICA",41,Retail,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,58,12780,"SOUTH AMERICA",220,Shopify,Monday,29
22/7/19,2019-07-22,C4,22,7,19,Retirees,Couples,26377,1336173,CANADA,51,Retail,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,131684,8378308,USA,64,Retail,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,1235,245781,USA,199,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,109406,3841812,EUROPE,35,Retail,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,36,5658,CANADA,157,Shopify,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,2126,389395,AFRICA,183,Shopify,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,62963,2350406,AFRICA,37,Retail,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,16901,635490,CANADA,38,Retail,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,95838,2665194,OCEANIA,28,Retail,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,11029,440109,USA,40,Retail,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,19,3243,EUROPE,171,Shopify,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,11,2075,"SOUTH AMERICA",189,Shopify,Monday,29
22/7/19,2019-07-22,C4,22,7,19,Retirees,Couples,36248,1998934,USA,55,Retail,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,62931,2315934,AFRICA,37,Retail,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,90,13185,CANADA,147,Shopify,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,2128,405309,ASIA,190,Shopify,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,234,29968,AFRICA,128,Shopify,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,6890,263959,CANADA,38,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,414,16147,"SOUTH AMERICA",39,Retail,Monday,29
22/7/19,2019-07-22,C4,22,7,19,Retirees,Couples,338,60026,AFRICA,178,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,1957,67069,"SOUTH AMERICA",34,Retail,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,92,13562,ASIA,147,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,266,50446,AFRICA,190,Shopify,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,110615,4294582,ASIA,39,Retail,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,20,4450,EUROPE,223,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,216,38702,USA,179,Shopify,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,92,12400,CANADA,135,Shopify,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,3700,738196,OCEANIA,200,Shopify,Monday,29
22/7/19,2019-07-22,C4,22,7,19,Retirees,Couples,56936,1799003,OCEANIA,32,Retail,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,167327,6470747,AFRICA,39,Retail,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,909,144184,ASIA,159,Shopify,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,1907,363872,AFRICA,191,Shopify,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,649,98269,OCEANIA,151,Shopify,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,966,201627,USA,209,Shopify,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,9,1482,"SOUTH AMERICA",165,Shopify,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,636,116693,CANADA,183,Shopify,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,52567,2289166,USA,44,Retail,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,167,26434,USA,158,Shopify,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,1825,84681,EUROPE,46,Retail,Monday,29
22/7/19,2019-07-22,C4,22,7,19,Retirees,Couples,4955,275568,EUROPE,56,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,1884,335889,USA,178,Shopify,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,3801,690242,OCEANIA,182,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,40588,1695476,OCEANIA,42,Retail,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,1029,53356,"SOUTH AMERICA",52,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,315,45877,ASIA,146,Shopify,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,458,73311,OCEANIA,160,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,6952,341066,CANADA,49,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,69827,2800026,AFRICA,40,Retail,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,130,39715,EUROPE,306,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,97196,3509915,OCEANIA,36,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,16,4515,EUROPE,282,Shopify,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,775,29400,"SOUTH AMERICA",38,Retail,Monday,29
22/7/19,2019-07-22,C4,22,7,19,Retirees,Couples,1638,66551,EUROPE,41,Retail,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,24893,1011656,USA,41,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,1001,165706,CANADA,166,Shopify,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,13128,876985,EUROPE,67,Retail,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,54773,2348390,CANADA,43,Retail,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,216710,9924905,ASIA,46,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,3779,170157,EUROPE,45,Retail,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,972,189485,CANADA,195,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,30221,1378004,AFRICA,46,Retail,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,92330,5333539,USA,58,Retail,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,240,40958,AFRICA,171,Shopify,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,199,26818,ASIA,135,Shopify,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,1860,386872,AFRICA,208,Shopify,Monday,29
22/7/19,2019-07-22,F3,22,7,19,Retirees,Families,16994,638070,CANADA,38,Retail,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,135538,4479728,OCEANIA,33,Retail,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,51728,1628626,AFRICA,31,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,7127,1258272,OCEANIA,177,Shopify,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,24662,1382521,CANADA,56,Retail,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,23728,831248,USA,35,Retail,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,164,26772,USA,163,Shopify,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,675,32004,"SOUTH AMERICA",47,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,10791,550690,USA,51,Retail,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,1304,270798,USA,208,Shopify,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,161549,5478245,ASIA,34,Retail,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,201,30958,AFRICA,154,Shopify,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,117215,2584911,ASIA,22,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,553353,17661892,USA,32,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,2620,129187,EUROPE,49,Retail,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,235,32550,ASIA,139,Shopify,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,260126,14823083,AFRICA,57,Retail,Monday,29
22/7/19,2019-07-22,C4,22,7,19,Retirees,Couples,47,7018,AFRICA,149,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,241,41543,ASIA,172,Shopify,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,400,17199,"SOUTH AMERICA",43,Retail,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,19,2812,"SOUTH AMERICA",148,Shopify,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,75,15005,"SOUTH AMERICA",200,Shopify,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,40210,1389966,OCEANIA,35,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,112,19723,CANADA,176,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,430412,11946307,CANADA,28,Retail,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,338,14092,"SOUTH AMERICA",42,Retail,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,333,44465,ASIA,134,Shopify,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,653,117436,CANADA,180,Shopify,Monday,29
22/7/19,2019-07-22,C4,22,7,19,Retirees,Couples,43652,1478999,AFRICA,34,Retail,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,4364,139527,EUROPE,32,Retail,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,88,13124,CANADA,149,Shopify,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,3685,686583,OCEANIA,186,Shopify,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,1408,264055,USA,188,Shopify,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,459,73023,OCEANIA,159,Shopify,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,150515,6064411,OCEANIA,40,Retail,Monday,29
22/7/19,2019-07-22,F1,22,7,19,"Young Adults",Families,38479,2328662,USA,61,Retail,Monday,29
22/7/19,2019-07-22,C2,22,7,19,"Middle Aged",Couples,142,32462,EUROPE,229,Shopify,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,3542,629680,AFRICA,178,Shopify,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,56456,2926332,CANADA,52,Retail,Monday,29
22/7/19,2019-07-22,null,22,7,19,Unknown,Unknown,3313,551208,ASIA,166,Shopify,Monday,29
22/7/19,2019-07-22,C3,22,7,19,Retirees,Couples,1506,292625,ASIA,194,Shopify,Monday,29
22/7/19,2019-07-22,C4,22,7,19,Retirees,Couples,2,271,"SOUTH AMERICA",136,Shopify,Monday,29
22/7/19,2019-07-22,F2,22,7,19,"Middle Aged",Families,5321,1078062,OCEANIA,203,Shopify,Monday,29
22/7/19,2019-07-22,C1,22,7,19,"Young Adults",Couples,1321,216410,AFRICA,164,Shopify,Monday,29
15/7/19,2019-07-15,C3,15,7,19,Retirees,Couples,2004,395391,AFRICA,197,Shopify,Monday,28
15/7/19,2019-07-15,C4,15,7,19,Retirees,Couples,167,6452,"SOUTH AMERICA",39,Retail,Monday,28
15/7/19,2019-07-15,F3,15,7,19,Retirees,Families,382038,21931261,AFRICA,57,Retail,Monday,28
15/7/19,2019-07-15,C2,15,7,19,"Middle Aged",Couples,124,35720,EUROPE,288,Shopify,Monday,28
15/7/19,2019-07-15,null,15,7,19,Unknown,Unknown,108528,3736883,EUROPE,34,Retail,Monday,28
15/7/19,2019-07-15,F3,15,7,19,Retirees,Families,512492,28669662,OCEANIA,56,Retail,Monday,28
15/7/19,2019-07-15,F2,15,7,19,"Middle Aged",Families,167,28175,USA,169,Shopify,Monday,28
15/7/19,2019-07-15,F2,15,7,19,"Middle Aged",Families,2081,400470,ASIA,192,Shopify,Monday,28
15/7/19,2019-07-15,C2,15,7,19,"Middle Aged",Couples,150034,5993040,OCEANIA,40,Retail,Monday,28
15/7/19,2019-07-15,F1,15,7,19,"Young Adults",Families,39027,2336275,USA,60,Retail,Monday,28
15/7/19,2019-07-15,C4,15,7,19,Retirees,Couples,77,10700,OCEANIA,139,Shopify,Monday,28
15/7/19,2019-07-15,F2,15,7,19,"Middle Aged",Families,55828,3252192,CANADA,58,Retail,Monday,28
15/7/19,2019-07-15,C4,15,7,19,Retirees,Couples,70,13927,CANADA,199,Shopify,Monday,28
15/7/19,2019-07-15,C3,15,7,19,Retirees,Couples,214722,9852932,ASIA,46,Retail,Monday,28
15/7/19,2019-07-15,C2,15,7,19,"Middle Aged",Couples,36,6371,"SOUTH AMERICA",177,Shopify,Monday,28
15/7/19,2019-07-15,F1,15,7,19,"Young Adults",Families,2112,392422,AFRICA,186,Shopify,Monday,28
15/7/19,2019-07-15,C2,15,7,19,"Middle Aged",Couples,1885,358958,AFRICA,190,Shopify,Monday,28
15/7/19,2019-07-15,C3,15,7,19,Retirees,Couples,41399,1625310,USA,39,Retail,Monday,28
15/7/19,2019-07-15,F3,15,7,19,Retirees,Families,17633,1086384,EUROPE,62,Retail,Monday,28
15/7/19,2019-07-15,C2,15,7,19,"Middle Aged",Couples,102286,4502757,AFRICA,44,Retail,Monday,28
15/7/19,2019-07-15,C4,15,7,19,Retirees,Couples,41,5770,AFRICA,141,Shopify,Monday,28
15/7/19,2019-07-15,F3,15,7,19,Retirees,Families,100,27956,EUROPE,280,Shopify,Monday,28
15/7/19,2019-07-15,C4,15,7,19,Retirees,Couples,16641,605739,USA,36,Retail,Monday,28
15/7/19,2019-07-15,null,15,7,19,Unknown,Unknown,100,18154,CANADA,182,Shopify,Monday,28
15/7/19,2019-07-15,null,15,7,19,Unknown,Unknown,1921784,48712716,ASIA,25,Retail,Monday,28
15/7/19,2019-07-15,C1,15,7,19,"Young Adults",Couples,17,3018,"SOUTH AMERICA",178,Shopify,Monday,28
15/7/19,2019-07-15,C1,15,7,19,"Young Adults",Couples,137,18710,USA,137,Shopify,Monday,28
15/7/19,2019-07-15,null,15,7,19,Unknown,Unknown,62,10715,CANADA,173,Shopify,Monday,28
15/7/19,2019-07-15,C4,15,7,19,Retirees,Couples,14,1755,CANADA,125,Shopify,Monday,28
15/7/19,2019-07-15,F3,15,7,19,Retirees,Families,1802,75820,EUROPE,42,Retail,Monday,28
15/7/19,2019-07-15,F2,15,7,19,"Middle Aged",Families,26915,1068561,USA,40,Retail,Monday,28
15/7/19,2019-07-15,null,15,7,19,Unknown,Unknown,27644,1266808,AFRICA,46,Retail,Monday,28
15/7/19,2019-07-15,C2,15,7,19,"Middle Aged",Couples,38782,1921382,USA,50,Retail,Monday,28
15/7/19,2019-07-15,C4,15,7,19,Retirees,Couples,24,3420,USA,143,Shopify,Monday,28
15/7/19,2019-07-15,F1,15,7,19,"Young Adults",Families,23387,879683,AFRICA,38,Retail,Monday,28
15/7/19,2019-07-15,F2,15,7,19,"Middle Aged",Families,86857,3095462,OCEANIA,36,Retail,Monday,28
15/7/19,2019-07-15,F3,15,7,19,Retirees,Families,2,198,"SOUTH AMERICA",99,Shopify,Monday,28
15/7/19,2019-07-15,F3,15,7,19,Retirees,Families,28,3762,CANADA,134,Shopify,Monday,28
15/7/19,2019-07-15,F2,15,7,19,"Middle Aged",Families,89287,5443264,USA,61,Retail,Monday,28
15/7/19,2019-07-15,C3,15,7,19,Retirees,Couples,4343,182338,EUROPE,42,Retail,Monday,28
15/7/19,2019-07-15,F3,15,7,19,Retirees,Families,63563,2356991,AFRICA,37,Retail,Monday,28
15/7/19,2019-07-15,C4,15,7,19,Retirees,Couples,26221,1315077,CANADA,50,Retail,Monday,28
15/7/19,2019-07-15,F1,15,7,19,"Young Adults",Families,1659,286008,ASIA,172,Shopify,Monday,28
15/7/19,2019-07-15,null,15,7,19,Unknown,Unknown,2461890,64938223,OCEANIA,26,Retail,Monday,28
15/7/19,2019-07-15,null,15,7,19,Unknown,Unknown,213,40850,EUROPE,192,Shopify,Monday,28
15/7/19,2019-07-15,C4,15,7,19,Retirees,Couples,43960,1500998,AFRICA,34,Retail,Monday,28
15/7/19,2019-07-15,null,15,7,19,Unknown,Unknown,290,48296,AFRICA,167,Shopify,Monday,28
15/7/19,2019-07-15,C1,15,7,19,"Young Adults",Couples,414,66534,CANADA,161,Shopify,Monday,28
15/7/19,2019-07-15,C1,15,7,19,"Young Adults",Couples,55,10981,"SOUTH AMERICA",200,Shopify,Monday,28
15/7/19,2019-07-15,C4,15,7,19,Retirees,Couples,4941,273349,EUROPE,55,Retail,Monday,28
15/7/19,2019-07-15,C2,15,7,19,"Middle Aged",Couples,109908,4275966,ASIA,39,Retail,Monday,28
15/7/19,2019-07-15,C4,15,7,19,Retirees,Couples,47,7066,ASIA,150,Shopify,Monday,28
15/7/19,2019-07-15,C2,15,7,19,"Middle Aged",Couples,103,14361,CANADA,139,Shopify,Monday,28
15/7/19,2019-07-15,C4,15,7,19,Retirees,Couples,221,37195,ASIA,168,Shopify,Monday,28
15/7/19,2019-07-15,F2,15,7,19,"Middle Aged",Families,6,812,EUROPE,135,Shopify,Monday,28
15/7/19,2019-07-15,null,15,7,19,Unknown,Unknown,14,3871,EUROPE,277,Shopify,Monday,28
15/7/19,2019-07-15,F3,15,7,19,Retirees,Families,207,32171,OCEANIA,155,Shopify,Monday,28
15/7/19,2019-07-15,C2,15,7,19,"Middle Aged",Couples,13597,428640,CANADA,32,Retail,Monday,28
15/7/19,2019-07-15,C2,15,7,19,"Middle Aged",Couples,82,15706,"SOUTH AMERICA",192,Shopify,Monday,28
15/7/19,2019-07-15,C3,15,7,19,Retirees,Couples,309061,15233402,OCEANIA,49,Retail,Monday,28
15/7/19,2019-07-15,C3,15,7,19,Retirees,Couples,150,54415,EUROPE,363,Shopify,Monday,28
15/7/19,2019-07-15,F2,15,7,19,"Middle Aged",Families,1034,203795,CANADA,197,Shopify,Monday,28
15/7/19,2019-07-15,F2,15,7,19,"Middle Aged",Families,5031,1016537,OCEANIA,202,Shopify,Monday,28
15/7/19,2019-07-15,F1,15,7,19,"Young Adults",Families,3617,660564,OCEANIA,183,Shopify,Monday,28
15/7/19,2019-07-15,C3,15,7,19,Retirees,Couples,15,1931,EUROPE,129,Shopify,Monday,28
15/7/19,2019-07-15,F1,15,7,19,"Young Adults",Families,1057,45898,EUROPE,43,Retail,Monday,28
15/7/19,2019-07-15,C2,15,7,19,"Middle Aged",Couples,8786,426115,EUROPE,49,Retail,Monday,28
15/7/19,2019-07-15,C4,15,7,19,Retirees,Couples,57405,1816337,OCEANIA,32,Retail,Monday,28
15/7/19,2019-07-15,C4,15,7,19,Retirees,Couples,2,258,EUROPE,129,Shopify,Monday,28
15/7/19,2019-07-15,F1,15,7,19,"Young Adults",Families,143976,7530164,OCEANIA,52,Retail,Monday,28
15/7/19,2019-07-15,null,15,7,19,Unknown,Unknown,509,80380,OCEANIA,158,Shopify,Monday,28
15/7/19,2019-07-15,F2,15,7,19,"Middle Aged",Families,201381,10226530,ASIA,51,Retail,Monday,28
15/7/19,2019-07-15,C1,15,7,19,"Young Adults",Couples,32862,916284,USA,28,Retail,Monday,28
15/7/19,2019-07-15,F1,15,7,19,"Young Adults",Families,88952,4420108,ASIA,50,Retail,Monday,28
15/7/19,2019-07-15,C1,15,7,19,"Young Adults",Couples,934,145792,ASIA,156,Shopify,Monday,28
15/7/19,2019-07-15,null,15,7,19,Unknown,Unknown,1636738,47203905,AFRICA,29,Retail,Monday,28
15/7/19,2019-07-15,null,15,7,19,Unknown,Unknown,155,28479,USA,184,Shopify,Monday,28
15/7/19,2019-07-15,C2,15,7,19,"Middle Aged",Couples,1217,248110,USA,204,Shopify,Monday,28
15/7/19,2019-07-15,F3,15,7,19,Retirees,Families,100,17208,AFRICA,172,Shopify,Monday,28
15/7/19,2019-07-15,null,15,7,19,Unknown,Unknown,3605,157646,EUROPE,44,Retail,Monday,28
15/7/19,2019-07-15,C1,15,7,19,"Young Adults",Couples,52646,2283775,USA,43,Retail,Monday,28
15/7/19,2019-07-15,F2,15,7,19,"Middle Aged",Families,1845,83289,EUROPE,45,Retail,Monday,28
15/7/19,2019-07-15,F2,15,7,19,"Middle Aged",Families,16561,633929,CANADA,38,Retail,Monday,28
15/7/19,2019-07-15,C1,15,7,19,"Young Adults",Couples,92,12496,CANADA,136,Shopify,Monday,28
15/7/19,2019-07-15,F2,15,7,19,"Middle Aged",Families,25,6052,"SOUTH AMERICA",242,Shopify,Monday,28
